ob_code,obj_id,ra,dec,equinox,exptime,priority,resolution
obj1119_eet1800,109950027217343046,2.72175,1.627239,J2000,1800,9,L
obj1120_eet1800,109950029276708713,2.927701,1.631895,J2000,1800,2,L
obj1121_eet1800,109800015001252531,1.500132,1.50169,J2000,1800,8,L
obj1122_eet1200,110150028827288056,2.882941,1.798072,J2000,1200,7,L
obj1123_eet1800,110150028880687965,2.888121,1.797958,J2000,1800,5,L
obj1124_eet1200,109710021294158350,2.129479,1.431574,J2000,1200,2,L
obj1125_eet1800,109710020992424764,2.099324,1.428552,J2000,1800,8,L
obj1126_eet1800,109710020998454721,2.099885,1.428524,J2000,1800,9,L
obj1127_eet1800,109780021967047824,2.196755,1.489452,J2000,1800,8,L
obj1128_eet1200,109800021452845831,2.145287,1.50434,J2000,1200,7,L
obj1129_eet1800,109830024053589233,2.405429,1.532333,J2000,1800,9,L
obj1130_eet1800,109830024196161436,2.419666,1.525827,J2000,1800,8,L
obj1131_eet1800,109870028557840864,2.855836,1.558676,J2000,1800,5,L
obj1132_eet1800,109780024345716888,2.434673,1.488476,J2000,1800,4,L
obj1133_eet1800,109780024346486546,2.434679,1.488467,J2000,1800,1,L
obj1134_eet1800,109830025970372912,2.597038,1.527047,J2000,1800,6,L
obj1135_eet1800,110270021973547185,2.197406,1.897264,J2000,1800,9,L
obj1136_eet1800,109810015408129764,1.54087,1.51598,J2000,1800,7,L
obj1137_eet1800,109830027983047779,2.798352,1.531117,J2000,1800,4,L
obj1138_eet1200,109790023763185818,2.376373,1.496199,J2000,1200,9,L
obj1139_eet1800,109900024460072135,2.445952,1.584725,J2000,1800,1,L
obj1140_eet1800,110010016407951106,1.640798,1.675516,J2000,1800,5,L
obj1141_eet1800,109820030144386155,3.014448,1.521334,J2000,1800,2,L
obj1142_eet1800,109800019161364235,1.916144,1.503135,J2000,1800,1,L
obj1143_eet1800,110130023579836834,2.358083,1.780348,J2000,1800,6,L
obj1144_eet1800,109800019615378846,1.961599,1.506989,J2000,1800,9,L
obj1145_eet1800,110400020843876966,2.084528,2.005521,J2000,1800,4,L
obj1146_eet1800,110760020374439545,2.037522,2.307565,J2000,1800,1,L
obj1147_eet1200,110760020595732407,2.059679,2.301672,J2000,1200,8,L
obj1148_eet1800,109960017142599808,1.714324,1.641127,J2000,1800,9,L
obj1149_eet1200,109990022026493511,2.202752,1.660892,J2000,1200,8,L
obj1150_eet1800,110010014765856670,1.476614,1.680109,J2000,1800,9,L
obj1151_eet1800,110040016104414843,1.61048,1.703643,J2000,1800,2,L
obj1152_eet1800,109030020761540987,2.076233,0.858784,J2000,1800,9,L
obj1153_eet1800,109970018035220293,1.803566,1.6418,J2000,1800,2,L
obj1154_eet1200,109960018669877906,1.867023,1.639531,J2000,1200,6,L
obj1155_eet1800,109970017627840720,1.762839,1.641885,J2000,1800,9,L
obj1156_eet1800,109030020095288400,2.009519,0.86495,J2000,1800,3,L
obj1157_eet1200,109030020348638262,2.034882,0.864861,J2000,1200,3,L
obj1158_eet1800,109840017903316514,1.790351,1.538418,J2000,1800,7,L
obj1159_eet1800,109840017931978278,1.793264,1.539839,J2000,1800,2,L
obj1160_eet1800,109860015955646439,1.595605,1.554984,J2000,1800,3,L
obj1161_eet1800,110050025650141852,2.565077,1.709455,J2000,1800,4,L
obj1162_eet1800,110400020407267937,2.040823,2.006243,J2000,1800,3,L
obj1163_eet1800,110400020420942644,2.042122,2.001799,J2000,1800,8,L
obj1164_eet1800,109940018595672362,1.859617,1.618268,J2000,1800,1,L
obj1165_eet1800,109020024934799784,2.493532,0.857744,J2000,1800,4,L
obj1166_eet1800,109890029292444663,2.929256,1.578509,J2000,1800,8,L
obj1167_eet1800,110840021725561188,2.172526,2.36724,J2000,1800,6,L
obj1168_eet1800,109930020571269593,2.057148,1.615928,J2000,1800,9,L
obj1169_eet1800,109930020664959592,2.066445,1.615817,J2000,1800,6,L
obj1170_eet1800,110120014973969802,1.49739,1.7744,J2000,1800,1,L
obj1171_eet1800,110260021944202924,2.194511,1.885282,J2000,1800,3,L
obj1172_eet1800,110260021729934916,2.173046,1.88704,J2000,1800,1,L
obj1173_eet1800,110020021531438198,2.153157,1.689762,J2000,1800,8,L
obj1174_eet1800,109980020617399707,2.061807,1.657749,J2000,1800,8,L
obj1175_eet1800,109980029554839668,2.955509,1.65766,J2000,1800,2,L
obj1176_eet1800,109840015933962465,1.59343,1.535006,J2000,1800,2,L
obj1177_eet1800,110270029255552105,2.925597,1.893056,J2000,1800,5,L
obj1178_eet1800,110220027413880671,2.741445,1.850186,J2000,1800,7,L
obj1179_eet1800,109890030461670235,3.046155,1.574823,J2000,1800,4,L
obj1180_eet1800,110800021697829990,2.169931,2.341375,J2000,1800,1,L
obj1181_eet1800,110060028665410964,2.866544,1.717157,J2000,1800,7,L
obj1182_eet1800,110260022999675676,2.300013,1.887753,J2000,1800,4,L
obj1183_eet1800,109810020947104609,2.094744,1.51178,J2000,1800,1,L
obj1184_eet1800,110650022516170037,2.251712,2.207989,J2000,1800,9,L
obj1185_eet1800,110650022324208593,2.232493,2.21511,J2000,1800,8,L
obj1186_eet1800,110250021716745324,2.171675,1.879069,J2000,1800,7,L
obj1187_eet1800,109950029062559520,2.906276,1.632569,J2000,1800,5,L
obj1188_eet1800,109950029103269346,2.910371,1.632409,J2000,1800,6,L
obj1189_eet1800,110290026201553955,2.620205,1.911237,J2000,1800,2,L
obj1190_eet1800,110240024586537031,2.458714,1.872114,J2000,1800,6,L
obj1191_eet1800,110200023254059822,2.325449,1.841163,J2000,1800,8,L
obj1192_eet1800,110190023638627322,2.363906,1.830795,J2000,1800,6,L
obj1193_eet1800,110190023638667706,2.363905,1.830798,J2000,1800,5,L
obj1194_eet1200,109890014822773951,1.482255,1.577871,J2000,1200,3,L
obj1195_eet1800,110770022336213321,2.233674,2.310756,J2000,1800,7,L
obj1196_eet1800,110010019016822318,1.901729,1.676527,J2000,1800,5,L
obj1197_eet1800,110220024705922611,2.470691,1.851749,J2000,1800,2,L
obj1198_eet1800,109180022733301392,2.273298,0.984079,J2000,1800,7,L
obj1199_eet1800,109870030477868089,3.047799,1.564704,J2000,1800,9,L
obj1200_eet1800,110180029068351897,2.906851,1.81788,J2000,1800,5,L
obj1201_eet1800,110080016140406477,1.61403,1.738298,J2000,1800,7,L
obj1202_eet1200,110000017035406889,1.703598,1.672024,J2000,1200,8,L
obj1203_eet1800,110120024881815112,2.488179,1.770477,J2000,1800,7,L
obj1204_eet1200,110080015145273930,1.514522,1.73619,J2000,1200,2,L
obj1205_eet1800,110210026395051836,2.639589,1.842744,J2000,1800,4,L
obj1206_eet1800,110110016293625650,1.629369,1.762656,J2000,1800,3,L
obj1207_eet1800,110010019511049068,1.951119,1.68215,J2000,1800,1,L
obj1208_eet1800,110720021692225780,2.169348,2.271173,J2000,1800,5,L
obj1209_eet1200,110120017738614580,1.773822,1.770091,J2000,1200,6,L
obj1210_eet1800,110070022695659115,2.269614,1.732213,J2000,1800,2,L
obj1211_eet1800,110070022725440488,2.272367,1.725004,J2000,1800,8,L
obj1212_eet1200,110060015846889348,1.584704,1.724048,J2000,1200,9,L
obj1213_eet1800,110230019555342097,1.955681,1.859626,J2000,1800,5,L
obj1214_eet1200,110230019070872102,1.907063,1.85964,J2000,1200,6,L
obj1215_eet1800,110380017336539809,1.733686,1.991119,J2000,1800,1,L
obj1216_eet1800,110380017338390559,1.73384,1.983391,J2000,1800,6,L
obj1217_eet1800,110060022970767025,2.297017,1.722167,J2000,1800,7,L
obj1218_eet1800,110050019712420978,1.971246,1.708736,J2000,1800,4,L
obj1219_eet1800,110270029093441603,2.909366,1.89262,J2000,1800,5,L
obj1220_eet1800,110170021830473866,2.183082,1.811182,J2000,1800,3,L
obj1221_eet1800,110280016757060989,1.675716,1.900478,J2000,1800,6,L
obj1222_eet1800,110170022886776279,2.288833,1.813442,J2000,1800,5,L
obj1223_eet1800,110110020020590931,2.001991,1.758804,J2000,1800,8,L
obj1224_eet1800,110080028197062913,2.819839,1.73524,J2000,1800,7,L
obj1225_eet1800,110040020161941333,2.016228,1.700699,J2000,1800,7,L
obj1226_eet1200,110240029861427209,2.986177,1.872318,J2000,1200,2,L
obj1227_eet1800,110390024535418743,2.453634,1.998551,J2000,1800,6,L
obj1228_eet1800,110040019576114123,1.95765,1.703039,J2000,1800,2,L
obj1229_eet1800,110060017230401598,1.722987,1.717668,J2000,1800,7,L
obj1230_eet1800,110260021216043612,2.121656,1.885984,J2000,1800,4,L
obj1231_eet1800,110260021301350611,2.130275,1.883531,J2000,1800,5,L
obj1232_eet1800,110250016052180273,1.605468,1.875048,J2000,1800,1,L
obj1233_eet1800,110270027736708336,2.773676,1.898362,J2000,1800,4,L
obj1234_eet1800,110310016274557654,1.627444,1.930949,J2000,1800,1,L
obj1235_eet1800,109100020730038545,2.072997,0.923419,J2000,1800,9,L
obj1236_eet1200,110150027963565473,2.796421,1.795897,J2000,1200,7,L
obj1237_eet1800,110110020887843319,2.088857,1.760938,J2000,1800,7,L
obj1238_eet1800,110420023184062417,2.318605,2.018397,J2000,1800,5,L
obj1239_eet1800,110050019055219184,1.905553,1.71558,J2000,1800,5,L
obj1240_eet1800,110310015902637181,1.590294,1.930647,J2000,1800,8,L
obj1241_eet1800,110420016205053344,1.62059,2.019148,J2000,1800,7,L
obj1242_eet1800,110420016206963588,1.62059,2.019149,J2000,1800,8,L
obj1243_eet1800,109380028119727087,2.811892,1.155322,J2000,1800,1,L
obj1244_eet1800,110310017431382728,1.743136,1.926893,J2000,1800,1,L
obj1245_eet1800,110530017557474034,1.755803,2.111295,J2000,1800,1,L
obj1246_eet1800,110300028949814046,2.895001,1.919679,J2000,1800,4,L
obj1247_eet1800,110440026717537373,2.671756,2.039079,J2000,1800,6,L
obj1248_eet1800,109460024002478043,2.40029,1.222984,J2000,1800,7,L
obj1249_eet1200,110190015605768334,1.56058,1.831552,J2000,1200,1,L
obj1250_eet1800,110030017485776238,1.748605,1.696473,J2000,1800,7,L
obj1251_eet1800,110310016042651418,1.604304,1.925654,J2000,1800,8,L
obj1252_eet1800,110190024518849842,2.451951,1.832846,J2000,1800,2,L
obj1253_eet1800,110180021888121503,2.188835,1.817483,J2000,1800,1,L
obj1254_eet1800,110470018879041258,1.887879,2.058966,J2000,1800,1,L
obj1255_eet1800,110150018803748698,1.880386,1.798516,J2000,1800,3,L
obj1256_eet1800,110360023664761334,2.366502,1.967402,J2000,1800,1,L
obj1257_eet1800,110520016634685781,1.663529,2.104572,J2000,1800,7,L
obj1258_eet1200,110190021091122909,2.109157,1.827035,J2000,1200,1,L
obj1259_eet1800,109370020868366430,2.086914,1.146672,J2000,1800,3,L
obj1260_eet1800,110180022115041480,2.211522,1.817591,J2000,1800,7,L
obj1261_eet1800,110180028881148415,2.88815,1.823315,J2000,1800,6,L
obj1262_eet1800,110330019616103100,1.961622,1.943841,J2000,1800,6,L
obj1263_eet1800,110400028434034264,2.843441,2.003192,J2000,1800,4,L
obj1264_eet1200,110330018814659770,1.881475,1.949385,J2000,1200,6,L
obj1265_eet1200,110060022241866796,2.224221,1.721947,J2000,1200,7,L
obj1266_eet1800,109220020132452920,2.013352,1.018758,J2000,1800,1,L
obj1267_eet1200,110450028280732102,2.828036,2.043049,J2000,1200,5,L
obj1268_eet1800,110190020711628563,2.071229,1.831778,J2000,1800,9,L
obj1269_eet1200,110470017802048493,1.780196,2.065007,J2000,1200,3,L
obj1270_eet1800,110050016957988708,1.695784,1.715355,J2000,1800,6,L
obj1271_eet1800,110160030136699477,3.01374,1.807485,J2000,1800,5,L
obj1272_eet1200,110330018345515036,1.834534,1.945343,J2000,1200,5,L
obj1273_eet1800,110330025128763655,2.512815,1.944146,J2000,1800,8,L
obj1274_eet1800,110120016618643839,1.66182,1.769417,J2000,1800,7,L
obj1275_eet1800,110350017183425795,1.718316,1.962785,J2000,1800,1,L
obj1276_eet1800,110160029569027097,2.956861,1.805428,J2000,1800,5,L
obj1277_eet1200,110160029651831541,2.965206,1.800928,J2000,1200,5,L
obj1278_eet1800,110240018290289204,1.828973,1.873945,J2000,1800,5,L
obj1279_eet1200,109200019933343108,1.993329,1.002405,J2000,1200,4,L
obj1280_eet1800,110340023469355383,2.346991,1.954129,J2000,1800,3,L
obj1281_eet1800,110340022875412973,2.287671,1.952093,J2000,1800,4,L
obj1282_eet1800,110150021807042155,2.180721,1.793069,J2000,1800,1,L
obj1283_eet1800,110290020116992693,2.011739,1.910182,J2000,1800,9,L
obj1284_eet1800,110180024037269477,2.403751,1.824154,J2000,1800,1,L
obj1285_eet1800,110060025842385635,2.584233,1.72103,J2000,1800,2,L
obj1286_eet1800,110160023387098150,2.338733,1.806424,J2000,1800,1,L
obj1287_eet1800,110310020350450306,2.035041,1.924806,J2000,1800,2,L
obj1288_eet1800,110160022990567022,2.299069,1.805536,J2000,1800,3,L
obj1289_eet1800,110300024186276336,2.418683,1.921559,J2000,1800,8,L
obj1290_eet1800,110480026088155980,2.608833,2.071247,J2000,1800,5,L
obj1291_eet1800,110420024656194154,2.465709,2.019845,J2000,1800,3,L
obj1292_eet1800,110240019497051174,1.949688,1.867273,J2000,1800,9,L
obj1293_eet1800,110150022090477648,2.20907,1.797638,J2000,1800,2,L
obj1294_eet1800,110320021068528074,2.106873,1.939659,J2000,1800,4,L
obj1295_eet1200,110380027820659990,2.782097,1.991304,J2000,1200,7,L
obj1296_eet1200,110380027939095212,2.793862,1.987466,J2000,1200,1,L
obj1297_eet1800,110380027939114569,2.793895,1.98676,J2000,1800,9,L
obj1298_eet1800,110200019194784735,1.919516,1.836802,J2000,1800,7,L
obj1299_eet1800,110130026668962263,2.66692,1.776458,J2000,1800,9,L
obj1300_eet1200,110000022737991700,2.273859,1.667666,J2000,1200,5,L
obj1301_eet1200,110290028072763905,2.807318,1.911216,J2000,1200,8,L
obj1302_eet1800,110310016708492664,1.670808,1.926696,J2000,1800,6,L
obj1303_eet1800,110310016728974938,1.672938,1.928714,J2000,1800,4,L
obj1304_eet1200,110130025131274298,2.513149,1.778184,J2000,1200,7,L
obj1305_eet1800,110130025241819086,2.524446,1.782081,J2000,1800,8,L
obj1306_eet1800,110290029323219302,2.932347,1.915707,J2000,1800,6,L
obj1307_eet1800,110370024409056376,2.441015,1.979904,J2000,1800,8,L
obj1308_eet1800,110370024476746059,2.447691,1.979646,J2000,1800,4,L
obj1309_eet1800,110440026381137545,2.638128,2.039195,J2000,1800,9,L
obj1310_eet1200,110270020844581115,2.084502,1.892195,J2000,1200,7,L
obj1311_eet1800,110320021527863141,2.152863,1.935555,J2000,1800,3,L
obj1312_eet1800,110270020279436734,2.027887,1.896868,J2000,1800,6,L
obj1313_eet1800,110190027845717705,2.784639,1.83104,J2000,1800,8,L
obj1314_eet1800,110270018950653994,1.895023,1.894647,J2000,1800,5,L
obj1315_eet1800,110110023009365817,2.300985,1.762877,J2000,1800,9,L
obj1316_eet1800,110430027470923461,2.74713,2.027504,J2000,1800,5,L
obj1317_eet1800,110130019838510548,1.983905,1.775049,J2000,1800,4,L
obj1318_eet1800,110350028127392021,2.812771,1.959659,J2000,1800,9,L
obj1319_eet1800,110180021530418263,2.153089,1.823163,J2000,1800,8,L
obj1320_eet1800,110460027557512844,2.755737,2.05201,J2000,1800,2,L
obj1321_eet1800,110470016177920022,1.617808,2.057965,J2000,1800,8,L
obj1322_eet1800,109290021286121936,2.128675,1.076231,J2000,1800,3,L
obj1323_eet1800,110210016768059666,1.676821,1.849335,J2000,1800,4,L
obj1324_eet1800,110300021628467318,2.162814,1.922424,J2000,1800,7,L
obj1325_eet1800,110210017286343661,1.728797,1.844548,J2000,1800,5,L
obj1326_eet1200,110260025526467878,2.552702,1.889496,J2000,1200,7,L
obj1327_eet1800,110470025443397026,2.544262,2.06381,J2000,1800,4,L
obj1328_eet1800,110490017383701049,1.738375,2.07553,J2000,1800,5,L
obj1329_eet1800,110110021696523852,2.169711,1.761188,J2000,1800,4,L
obj1330_eet1800,110570026705837946,2.670579,2.147832,J2000,1800,7,L
obj1331_eet1800,110240027471245698,2.747177,1.871037,J2000,1800,4,L
obj1332_eet1800,110650027259359121,2.725991,2.215496,J2000,1800,7,L
obj1333_eet1800,110170025529533990,2.553003,1.811249,J2000,1800,8,L
obj1334_eet1800,110110022166322039,2.216689,1.759667,J2000,1800,7,L
obj1335_eet1800,109420021348988900,2.134979,1.190395,J2000,1800,3,L
obj1336_eet1800,110230020915567257,2.091496,1.86405,J2000,1800,5,L
obj1337_eet1800,110330025735284308,2.57357,1.944852,J2000,1800,1,L
obj1338_eet1200,110330025880474533,2.588099,1.945038,J2000,1200,9,L
obj1339_eet1800,110540020511159424,2.051025,2.124156,J2000,1800,7,L
obj1340_eet1800,110260023317384982,2.331773,1.88712,J2000,1800,7,L
obj1341_eet1800,110250025688438741,2.568901,1.88188,J2000,1800,7,L
obj1342_eet1800,110530016682632562,1.668208,2.110133,J2000,1800,1,L
obj1343_eet1200,110160016804241278,1.680431,1.800672,J2000,1200,5,L
obj1344_eet1800,110440023611359189,2.361175,2.040602,J2000,1800,4,L
obj1345_eet1800,110670017968465827,1.796878,2.229453,J2000,1800,9,L
obj1346_eet1200,110730020649491517,2.065006,2.27591,J2000,1200,3,L
obj1347_eet1800,110730020658306473,2.065891,2.280039,J2000,1800,8,L
obj1348_eet1800,109470016841774510,1.684171,1.228475,J2000,1800,3,L
obj1349_eet1800,110370027476367302,2.747675,1.980688,J2000,1800,1,L
obj1350_eet1800,110500027823188536,2.782283,2.090036,J2000,1800,2,L
obj1351_eet1800,110160016366947381,1.636785,1.805719,J2000,1800,8,L
obj1352_eet1800,110510016254887977,1.625707,2.097957,J2000,1800,6,L
obj1353_eet1800,110290025336164450,2.53368,1.911619,J2000,1800,6,L
obj1354_eet1200,110550022549427033,2.255007,2.130464,J2000,1200,4,L
obj1355_eet1800,110550023690884275,2.369154,2.128138,J2000,1800,4,L
obj1356_eet1800,110400015593411689,1.559359,2.000983,J2000,1800,4,L
obj1357_eet1800,110510023683388061,2.368397,2.097996,J2000,1800,7,L
obj1358_eet1200,110550025559112925,2.55594,2.127023,J2000,1200,4,L
obj1359_eet1800,108990021822722103,2.182336,0.826342,J2000,1800,6,L
obj1360_eet1800,110700026666027889,2.666609,2.256181,J2000,1800,9,L
obj1361_eet1800,110360024303585276,2.430506,1.970609,J2000,1800,1,L
obj1362_eet1800,110280025845785052,2.584566,1.903738,J2000,1800,1,L
obj1363_eet1200,109010024431699064,2.443214,0.848796,J2000,1200,2,L
obj1364_eet1800,110340017433480078,1.74337,1.949676,J2000,1800,6,L
obj1365_eet1200,110600024552075364,2.455261,2.170725,J2000,1200,3,L
obj1366_eet1800,109570017991788089,1.79919,1.314687,J2000,1800,6,L
obj1367_eet1800,109460024935228346,2.493546,1.223238,J2000,1800,7,L
obj1368_eet1800,110670022281730626,2.228249,2.225142,J2000,1800,8,L
obj1369_eet1800,110510027573645488,2.757314,2.095786,J2000,1800,6,L
obj1370_eet1800,110280023684301613,2.36846,1.900964,J2000,1800,1,L
obj1371_eet1200,110690024169204443,2.416985,2.244989,J2000,1200,1,L
obj1372_eet1800,110640024092363765,2.409352,2.202824,J2000,1800,9,L
obj1373_eet1800,110390021440726884,2.144137,1.996992,J2000,1800,6,L
obj1374_eet1800,110390021526329173,2.152685,1.998872,J2000,1800,1,L
obj1375_eet1800,110460018450413531,1.845081,2.052511,J2000,1800,2,L
obj1376_eet1800,108980024009507712,2.400944,0.82297,J2000,1800,9,L
obj1377_eet1800,109010022449439882,2.24508,0.849546,J2000,1800,4,L
obj1378_eet1800,110710018407934354,1.840825,2.261586,J2000,1800,8,L
obj1379_eet1800,110290019219488775,1.92193,1.91533,J2000,1800,3,L
obj1380_eet1800,109550029059541077,2.905957,1.292191,J2000,1800,4,L
obj1381_eet1800,110760025366735620,2.536769,2.304267,J2000,1800,5,L
obj1382_eet1800,110580026296210026,2.629592,2.149671,J2000,1800,2,L
obj1383_eet1800,110280027566755727,2.756688,1.9044,J2000,1800,5,L
obj1384_eet1800,110640026984405408,2.698431,2.204111,J2000,1800,6,L
obj1385_eet1800,110650019519192971,1.951967,2.210448,J2000,1800,9,L
obj1386_eet1800,109500023680416891,2.367975,1.255164,J2000,1800,1,L
obj1387_eet1800,110370016556744334,1.655609,1.978262,J2000,1800,7,L
obj1388_eet1200,110420028249401729,2.824988,2.017734,J2000,1200,1,L
obj1389_eet1800,110200016558804201,1.655882,1.836476,J2000,1800,5,L
obj1390_eet1800,110680022078933966,2.207945,2.236293,J2000,1800,4,L
obj1391_eet1200,110660017964974386,1.796547,2.219923,J2000,1200,3,L
obj1392_eet1800,110680021883696996,2.188398,2.238788,J2000,1800,8,L
obj1393_eet1200,110280020730904388,2.073107,1.903226,J2000,1200,2,L
obj1394_eet1800,110280027107043986,2.710833,1.902913,J2000,1800,8,L
obj1395_eet1800,110680023137190035,2.313787,2.232986,J2000,1800,6,L
obj1396_eet1800,110220017221703759,1.722139,1.852816,J2000,1800,3,L
obj1397_eet1800,110280022195162727,2.219757,1.90182,J2000,1800,1,L
obj1398_eet1800,110580018355314680,1.835572,2.153493,J2000,1800,8,L
obj1399_eet1200,110400017160746195,1.716338,2.004845,J2000,1200,4,L
obj1400_eet1200,110330016833165335,1.683313,1.945732,J2000,1200,1,L
obj1401_eet1200,110190016351137643,1.635091,1.830983,J2000,1200,1,L
obj1402_eet1800,110690023436270641,2.343677,2.24193,J2000,1800,5,L
obj1403_eet1800,110690023587108340,2.358754,2.248231,J2000,1800,7,L
obj1404_eet1800,110690023707344486,2.370696,2.245006,J2000,1800,6,L
obj1405_eet1200,109540015433980143,1.543514,1.283129,J2000,1200,9,L
obj1406_eet1800,110780020303737414,2.030434,2.322533,J2000,1800,8,L
obj1407_eet1800,110580018534558832,1.853465,2.156973,J2000,1800,7,L
obj1408_eet1800,109530021560558227,2.155997,1.281232,J2000,1800,8,L
obj1409_eet1800,110660018895978402,1.889659,2.223276,J2000,1800,4,L
obj1410_eet1800,110530019966285892,1.996675,2.112867,J2000,1800,8,L
obj1411_eet1800,110270025577231063,2.557702,1.892089,J2000,1800,5,L
obj1412_eet1200,110270025617811562,2.561829,1.892554,J2000,1200,5,L
obj1413_eet1800,109160023003366546,2.300359,0.97173,J2000,1800,3,L
obj1414_eet1800,109700022654414936,2.265562,1.420519,J2000,1800,7,L
obj1415_eet1800,110450025113158052,2.511377,2.047744,J2000,1800,4,L
obj1416_eet1800,110280021276080032,2.127691,1.899713,J2000,1800,8,L
obj1417_eet1800,109050023252553624,2.325252,0.87764,J2000,1800,1,L
obj1418_eet1800,110450025920827212,2.592095,2.047259,J2000,1800,3,L
obj1419_eet1800,110760021119281632,2.112013,2.301074,J2000,1800,7,L
obj1420_eet1800,110790022416327104,2.241658,2.330503,J2000,1800,2,L
obj1421_eet1800,110400027606308807,2.760649,2.006974,J2000,1800,7,L
obj1422_eet1800,110510023075912131,2.307644,2.093045,J2000,1800,7,L
obj1423_eet1800,110790021830097465,2.183182,2.330913,J2000,1800,1,L
obj1424_eet1800,110400015956537738,1.595678,2.006059,J2000,1800,6,L
obj1425_eet1800,110310028393939981,2.839368,1.932628,J2000,1800,1,L
obj1426_eet1800,110310028395078845,2.839358,1.931996,J2000,1800,4,L
obj1427_eet1800,110870022321760005,2.232237,2.391299,J2000,1800,1,L
obj1428_eet1800,110330020557353295,2.055891,1.944026,J2000,1800,5,L
obj1429_eet1800,110860023451931782,2.345157,2.384432,J2000,1800,1,L
obj1430_eet1800,110860023482796915,2.3483,2.388555,J2000,1800,2,L
obj1431_eet1800,109570018337385897,1.83375,1.31283,J2000,1800,4,L
obj1432_eet1800,110330022253591659,2.225362,1.942595,J2000,1800,7,L
obj1433_eet1800,110580026541038420,2.654112,2.156639,J2000,1800,5,L
obj1434_eet1800,109230018444496763,1.844416,1.030128,J2000,1800,6,L
obj1435_eet1200,110760024332083372,2.433161,2.302398,J2000,1200,5,L
obj1436_eet1200,110510026486844545,2.648673,2.095083,J2000,1200,5,L
obj1437_eet1800,110340015753191885,1.575339,1.951179,J2000,1800,8,L
obj1438_eet1200,110560019110677116,1.911139,2.138868,J2000,1200,3,L
obj1439_eet1800,109550028569775385,2.857004,1.295801,J2000,1800,1,L
obj1440_eet1800,109660018343047202,1.834364,1.388885,J2000,1800,3,L
obj1441_eet1800,109550028136646709,2.813692,1.296916,J2000,1800,7,L
obj1442_eet1800,110390018111887669,1.811216,1.997531,J2000,1800,1,L
obj1443_eet1200,110760026221088158,2.622096,2.306314,J2000,1200,9,L
obj1444_eet1800,110420026156340123,2.615696,2.01625,J2000,1800,8,L
obj1445_eet1800,110750023660669638,2.366197,2.299391,J2000,1800,1,L
obj1446_eet1800,109600023802169719,2.380298,1.341058,J2000,1800,1,L
obj1447_eet1800,110550024636758246,2.4637,2.131458,J2000,1800,6,L
obj1448_eet1800,109550027901264979,2.789976,1.295582,J2000,1800,1,L
obj1449_eet1800,110850020747762947,2.074838,2.377129,J2000,1800,6,L
obj1450_eet1800,110530022402777350,2.240321,2.114068,J2000,1800,8,L
obj1451_eet1800,109660019943860088,1.99441,1.383022,J2000,1800,9,L
obj1452_eet1800,110750023136072913,2.313645,2.293732,J2000,1800,5,L
obj1453_eet1800,110600019534961647,1.953506,2.167647,J2000,1800,4,L
obj1454_eet1800,110740021706722015,2.170695,2.284793,J2000,1800,8,L
obj1455_eet1200,109270024504731691,2.450532,1.059364,J2000,1200,9,L
obj1456_eet1800,110810019659404207,1.966079,2.34466,J2000,1800,1,L
obj1457_eet1800,110740020418739913,2.042116,2.291242,J2000,1800,2,L
obj1458_eet1800,110770025811158633,2.580891,2.315326,J2000,1800,9,L
obj1459_eet1200,110450022605803078,2.26064,2.043767,J2000,1200,1,L
obj1460_eet1800,109070020233620726,2.023421,0.891853,J2000,1800,6,L
obj1461_eet1800,110500026149106201,2.614943,2.0882,J2000,1800,4,L
obj1462_eet1800,109260020495048741,2.049572,1.056929,J2000,1800,5,L
obj1463_eet1800,110850022810064584,2.281033,2.378198,J2000,1800,9,L
obj1464_eet1800,110760022109322038,2.211022,2.301281,J2000,1800,5,L
obj1465_eet1800,110630022681860250,2.268241,2.191473,J2000,1800,1,L
obj1466_eet1200,109060019536166377,1.953653,0.888265,J2000,1200,7,L
obj1467_eet1200,110650025125487214,2.512598,2.213937,J2000,1200,9,L
obj1468_eet1800,110650024308235894,2.430863,2.212795,J2000,1800,5,L
obj1469_eet1800,110470024781486767,2.478213,2.063592,J2000,1800,9,L
obj1470_eet1800,110520021584713891,2.158457,2.102847,J2000,1800,4,L
obj1471_eet1200,110570018881472185,1.888185,2.143092,J2000,1200,6,L
obj1472_eet1800,109020019956892433,1.995704,0.851656,J2000,1800,6,L
obj1473_eet1200,110610026947194262,2.694702,2.178168,J2000,1200,7,L
obj1474_eet1800,110700024267413353,2.426829,2.252385,J2000,1800,9,L
obj1475_eet1800,110640017662265092,1.766251,2.203841,J2000,1800,3,L
obj1476_eet1800,110490024079399267,2.407997,2.082309,J2000,1800,8,L
obj1477_eet1200,110750018709704031,1.870989,2.294622,J2000,1200,3,L
obj1478_eet1800,110650019691066625,1.969143,2.213455,J2000,1800,3,L
obj1479_eet1800,110650025787690608,2.578815,2.208447,J2000,1800,6,L
obj1480_eet1200,110830020969266577,2.096952,2.363476,J2000,1200,1,L
obj1481_eet1800,110470025214260710,2.521454,2.05857,J2000,1800,1,L
obj1482_eet1800,109110023487377811,2.348769,0.931098,J2000,1800,9,L
obj1483_eet1800,110810022553239381,2.255425,2.349105,J2000,1800,1,L
obj1484_eet1800,110630021469449512,2.147017,2.199211,J2000,1800,1,L
obj1485_eet1200,110630017256346825,1.725652,2.196924,J2000,1200,5,L
